suburb,price,date,qbn
Gordon,950000.0,2022-05-20,Canberra
Gordon,590000.0,2022-05-27,Canberra
Gordon,910000.0,2022-07-02,Canberra
Gordon,750000.0,2022-06-30,Canberra
Gordon,615000.0,2022-05-24,Canberra
Gordon,1010000.0,2022-02-23,Canberra
Gordon,1070000.0,2022-04-27,Canberra
Gordon,1110000.0,2022-05-04,Canberra
Gordon,1320000.0,2022-04-12,Canberra
Gordon,1060000.0,2022-04-08,Canberra
Gordon,1106000.0,2022-04-09,Canberra
Gordon,1127000.0,2022-04-05,Canberra
Gordon,890000.0,2022-06-15,Canberra
Gordon,750000.0,2022-05-03,Canberra
Gordon,518000.0,2022-04-27,Canberra
Gordon,677000.0,2022-05-03,Canberra
Gordon,550000.0,2021-12-16,Canberra
Gordon,887000.0,2022-04-13,Canberra
Gordon,765000.0,2022-04-22,Canberra
Gordon,790000.0,2022-04-06,Canberra
Gordon,765000.0,2022-02-19,Canberra
Gordon,600000.0,2022-03-18,Canberra
Gordon,1150000.0,2022-03-09,Canberra
Gordon,975000.0,2022-04-12,Canberra
Gordon,530000.0,2019-07-30,Canberra
Gordon,1110000.0,2022-03-25,Canberra
Gordon,1000000.0,2022-04-09,Canberra
Gordon,715500.0,2022-04-02,Canberra
Gordon,1050000.0,2022-02-28,Canberra
Gordon,570000.0,2022-05-04,Canberra
Gordon,930000.0,2021-12-03,Canberra
Gordon,1238000.0,2022-02-26,Canberra
Gordon,987950.0,2022-03-11,Canberra
Gordon,720000.0,2022-03-08,Canberra
Gordon,830000.0,2022-03-16,Canberra
Gordon,630000.0,2022-03-09,Canberra
Gordon,725000.0,2022-02-16,Canberra
Gordon,650000.0,2022-04-11,Canberra
Gordon,670000.0,2022-02-19,Canberra
Gordon,790000.0,2022-04-08,Canberra
Gordon,900000.0,2022-02-14,Canberra
Gordon,1155000.0,2022-01-28,Canberra
Gordon,844000.0,2022-02-24,Canberra
Gordon,595567.0,2022-02-23,Canberra
Gordon,815000.0,2022-04-04,Canberra
Gordon,950000.0,2022-02-22,Canberra
Gordon,500000.0,2022-02-18,Canberra
Gordon,890500.0,2022-02-12,Canberra
Gordon,765000.0,2021-11-09,Canberra
Gordon,690000.0,2022-02-15,Canberra
Gordon,752000.0,2022-02-02,Canberra
Gordon,1120000.0,2022-01-25,Canberra
Gordon,850000.0,2021-11-25,Canberra
Greenway,450000.0,2023-03-16,Canberra
Greenway,531900.0,2023-03-12,Canberra
Greenway,420000.0,2022-11-28,Canberra
Greenway,730000.0,2023-01-17,Canberra
Greenway,880000.0,2023-02-17,Canberra
Greenway,549900.0,2023-02-06,Canberra
Greenway,640000.0,2023-01-25,Canberra
Greenway,700000.0,2022-12-14,Canberra
Greenway,410000.0,2023-02-27,Canberra
Greenway,405000.0,2023-01-19,Canberra
Greenway,399000.0,2021-07-15,Canberra
Greenway,593000.0,2021-12-13,Canberra
Greenway,369000.0,2022-12-21,Canberra
Greenway,360000.0,2022-10-18,Canberra
Greenway,319000.0,2021-05-18,Canberra
Greenway,319000.0,2020-12-11,Canberra
Greenway,639000.0,2023-02-17,Canberra
Greenway,480000.0,2023-01-19,Canberra
Greenway,700000.0,2023-02-15,Canberra
Greenway,370000.0,2023-02-14,Canberra
Greenway,470000.0,2023-02-11,Canberra
Greenway,767777.0,2023-02-10,Canberra
Greenway,444000.0,2021-11-15,Canberra
Greenway,448000.0,2022-12-14,Canberra
Greenway,344000.0,2020-09-22,Canberra
Greenway,540000.0,2022-02-24,Canberra
Greenway,439000.0,2021-09-24,Canberra
Greenway,540000.0,2022-02-17,Canberra
Greenway,344000.0,2020-12-01,Canberra
Greenway,344000.0,2020-10-08,Canberra
Greenway,414000.0,2021-11-23,Canberra
Greenway,580000.0,2021-12-07,Canberra
Greenway,580000.0,2022-01-13,Canberra
Greenway,525000.0,2022-12-22,Canberra
Greenway,489000.0,2021-12-03,Canberra
Greenway,580000.0,2021-12-14,Canberra
Greenway,401000.0,2023-01-09,Canberra
Greenway,499000.0,2021-12-03,Canberra
Greenway,450000.0,2022-11-23,Canberra
Greenway,462900.0,2021-11-08,Canberra
Greenway,725000.0,2022-10-31,Canberra
Greenway,715000.0,2023-01-16,Canberra
Greenway,630000.0,2022-11-18,Canberra
Greenway,760000.0,2022-11-08,Canberra
Greenway,550000.0,2022-12-06,Canberra
Greenway,720000.0,2022-11-15,Canberra
Greenway,457000.0,2022-10-27,Canberra
Greenway,558000.0,2022-12-22,Canberra
Greenway,372500.0,2022-12-22,Canberra
Greenway,660000.0,2022-12-21,Canberra
Greenway,360000.0,2022-10-19,Canberra
Greenway,530000.0,2022-11-14,Canberra
Greenway,635000.0,2022-11-25,Canberra
Greenway,625000.0,2022-07-29,Canberra
Greenway,397000.0,2022-12-16,Canberra
Greenway,475000.0,2022-06-30,Canberra
Greenway,750000.0,2022-12-15,Canberra
Greenway,570000.0,2022-12-15,Canberra
Greenway,610000.0,2022-11-04,Canberra
Greenway,425000.0,2022-12-12,Canberra
Greenway,995000.0,2022-12-10,Canberra
Greenway,770000.0,2022-12-09,Canberra
Greenway,550000.0,2022-12-06,Canberra
Greenway,210000.0,2022-11-10,Canberra
Greenway,920000.0,2022-09-08,Canberra
Greenway,425000.0,2022-10-22,Canberra
Greenway,410000.0,2022-11-04,Canberra
Greenway,568900.0,2022-07-20,Canberra
Greenway,900000.0,2022-11-09,Canberra
Greenway,725000.0,2022-10-25,Canberra
Greenway,852500.0,2022-11-30,Canberra
Greenway,705000.0,2022-10-21,Canberra
Greenway,620000.0,2022-10-19,Canberra
Greenway,418300.0,2022-10-17,Canberra
Greenway,560000.0,2022-10-20,Canberra
Greenway,400000.0,2022-11-24,Canberra
Greenway,915500.0,2022-08-05,Canberra
Greenway,685000.0,2022-11-22,Canberra
Greenway,415000.0,2022-11-21,Canberra
Greenway,395000.0,2022-10-05,Canberra
Greenway,375000.0,2022-10-04,Canberra
Greenway,349900.0,2022-10-03,Canberra
Greenway,371900.0,2019-05-17,Canberra
Greenway,965000.0,2022-08-05,Canberra
Greenway,576900.0,2022-09-27,Canberra
Greenway,500000.0,2022-06-28,Canberra
Greenway,670000.0,2022-08-22,Canberra
Greenway,402000.0,2022-09-27,Canberra
Greenway,457000.0,2022-10-27,Canberra
Greenway,410000.0,2022-10-25,Canberra
Greenway,880000.0,2022-08-19,Canberra
Greenway,420000.0,2022-10-18,Canberra
Greenway,360000.0,2022-10-18,Canberra
Greenway,411900.0,2019-06-08,Canberra
Greenway,455000.0,2022-03-01,Canberra
Greenway,383900.0,2019-05-08,Canberra
Greenway,400000.0,2022-08-31,Canberra
Greenway,561000.0,2022-10-14,Canberra
Greenway,890000.0,2022-07-27,Canberra
Greenway,365239.0,2022-07-28,Canberra
Greenway,319900.0,2019-06-04,Canberra
Greenway,960000.0,2022-06-27,Canberra
Greenway,304900.0,2021-05-17,Canberra
Greenway,434900.0,2020-03-02,Canberra
Greenway,565000.0,2022-10-06,Canberra
Greenway,319900.0,2022-08-15,Canberra
Greenway,375000.0,2022-08-23,Canberra
Greenway,555900.0,2022-01-17,Canberra
Greenway,374900.0,2022-08-15,Canberra
Greenway,305900.0,2022-01-19,Canberra
Greenway,650900.0,2021-05-10,Canberra
Greenway,320900.0,2021-06-06,Canberra
Greenway,370000.0,2022-09-06,Canberra
Greenway,369900.0,2019-04-01,Canberra
Greenway,678900.0,2020-10-20,Canberra
Greenway,351722.0,2019-11-04,Canberra
Greenway,621253.0,2021-04-13,Canberra
Greenway,667900.0,2021-04-17,Canberra
Greenway,299900.0,2019-05-14,Canberra
Greenway,335900.0,2021-04-16,Canberra
Greenway,312900.0,2021-09-27,Canberra
Greenway,698900.0,2020-09-02,Canberra
Greenway,456900.0,2021-11-23,Canberra
Greenway,424900.0,2022-05-05,Canberra
Greenway,415900.0,2019-07-01,Canberra
Greenway,389900.0,2019-03-02,Canberra
Greenway,375900.0,2019-05-13,Canberra
Greenway,339900.0,2019-04-11,Canberra
Greenway,518900.0,2021-12-27,Canberra
Greenway,477900.0,2021-11-03,Canberra
Greenway,449900.0,2021-04-28,Canberra
Greenway,383900.0,2019-05-03,Canberra
Greenway,374900.0,2022-08-05,Canberra
Greenway,408900.0,2019-06-16,Canberra
Greenway,460400.0,2019-03-04,Canberra
Greenway,647000.0,2021-02-26,Canberra
Greenway,422900.0,2019-06-09,Canberra
Greenway,459000.0,2022-04-27,Canberra
Greenway,376900.0,2019-04-03,Canberra
Greenway,496900.0,2020-07-02,Canberra
Greenway,430000.0,2019-07-01,Canberra
Greenway,450000.0,2019-10-09,Canberra
Greenway,392900.0,2019-04-15,Canberra
Greenway,455900.0,2021-08-07,Canberra
Greenway,528900.0,2022-02-12,Canberra
Greenway,297900.0,2021-08-13,Canberra
Greenway,672400.0,2019-03-04,Canberra
Greenway,310900.0,2021-07-21,Canberra
Greenway,450900.0,2021-11-22,Canberra
Greenway,511900.0,2021-01-17,Canberra
Greenway,484900.0,2021-11-29,Canberra
Greenway,340000.0,2019-10-02,Canberra
Greenway,325900.0,2019-06-19,Canberra
Greenway,311900.0,2021-03-15,Canberra
Greenway,297400.0,2019-03-13,Canberra
Greenway,510900.0,2021-10-05,Canberra
Greenway,327900.0,2019-05-25,Canberra
Greenway,595000.0,2022-08-05,Canberra
Greenway,360000.0,2022-07-19,Canberra
Greenway,483900.0,2021-11-08,Canberra
Greenway,305900.0,2021-05-25,Canberra
Greenway,684900.0,2019-03-20,Canberra
Greenway,334900.0,2021-08-15,Canberra
Greenway,679900.0,2019-02-28,Canberra
Greenway,455900.0,2021-03-26,Canberra
Greenway,389900.0,2019-03-11,Canberra
Greenway,324900.0,2022-06-24,Canberra
Greenway,322900.0,2019-05-28,Canberra
Greenway,675900.0,2021-09-03,Canberra
Greenway,770000.0,2022-09-21,Canberra
Greenway,408900.0,2019-06-24,Canberra
Greenway,197500.0,2018-09-28,Canberra
Greenway,580000.0,2022-07-20,Canberra
Greenway,490000.0,2022-08-12,Canberra
Greenway,440000.0,2022-08-10,Canberra
Greenway,442000.0,2022-09-16,Canberra
Greenway,885000.0,2022-03-29,Canberra
Greenway,345000.0,2022-07-01,Canberra
Greenway,900000.0,2022-07-12,Canberra
Greenway,529900.0,2021-05-13,Canberra
Greenway,820000.0,2022-07-29,Canberra
Greenway,390000.0,2022-07-14,Canberra
Greenway,639900.0,2021-12-22,Canberra
Greenway,590000.0,2022-09-09,Canberra
Greenway,475000.0,2022-07-20,Canberra
Greenway,445000.0,2021-03-10,Canberra
Greenway,679900.0,2021-03-05,Canberra
Greenway,638700.0,2021-03-23,Canberra
Greenway,500000.0,2021-05-26,Canberra
Greenway,780000.0,2022-01-27,Canberra
Greenway,699900.0,2021-05-05,Canberra
Greenway,489900.0,2020-12-24,Canberra
Greenway,599900.0,2021-05-13,Canberra
Greenway,539900.0,2021-05-18,Canberra
Greenway,659900.0,2021-03-30,Canberra
Greenway,539900.0,2021-05-13,Canberra
Greenway,629900.0,2021-12-03,Canberra
Greenway,370000.0,2022-09-06,Canberra
Greenway,559900.0,2020-12-29,Canberra
Greenway,539000.0,2020-12-10,Canberra
Greenway,529000.0,2021-05-13,Canberra
Greenway,570000.0,2022-09-05,Canberra
Greenway,670000.0,2022-09-01,Canberra
Greenway,555000.0,2020-12-24,Canberra
Greenway,579900.0,2020-12-21,Canberra
Greenway,539900.0,2021-03-10,Canberra
Greenway,690000.0,2022-03-03,Canberra
Greenway,689900.0,2021-12-17,Canberra
Greenway,609900.0,2021-01-05,Canberra
Greenway,679900.0,2021-11-12,Canberra
Greenway,499000.0,2020-12-23,Canberra
Greenway,689900.0,2021-08-26,Canberra
Greenway,609900.0,2021-03-19,Canberra
Greenway,548000.0,2021-02-12,Canberra
Greenway,405000.0,2022-07-11,Canberra
Greenway,559900.0,2021-01-25,Canberra
Greenway,770000.0,2022-06-28,Canberra
Greenway,690000.0,2022-07-15,Canberra
Greenway,825000.0,2022-08-24,Canberra
Greenway,510001.0,2022-07-05,Canberra
Greenway,495000.0,2022-08-17,Canberra
Greenway,570000.0,2022-08-16,Canberra
Greenway,660000.0,2022-08-12,Canberra
Greenway,755000.0,2022-06-18,Canberra
Greenway,385000.0,2022-08-09,Canberra
Greenway,830000.0,2022-06-30,Canberra
Greenway,657000.0,2022-08-03,Canberra
Greenway,630000.0,2022-06-24,Canberra
Greenway,850000.0,2022-06-23,Canberra
Greenway,350000.0,2022-07-30,Canberra
Greenway,605000.0,2022-06-14,Canberra
Greenway,380000.0,2022-04-19,Canberra
Greenway,650000.0,2022-07-26,Canberra
Greenway,560000.0,2022-06-16,Canberra
Greenway,536000.0,2022-06-29,Canberra
Greenway,342600.0,2022-06-23,Canberra
Greenway,274000.0,2021-12-30,Canberra
Greenway,750000.0,2022-06-04,Canberra
Greenway,430000.0,2022-05-28,Canberra
Greenway,895000.0,2022-06-17,Canberra
Greenway,670000.0,2022-05-26,Canberra
Greenway,421000.0,2022-06-10,Canberra
Greenway,665000.0,2022-05-17,Canberra
Greenway,405000.0,2022-07-18,Canberra
Greenway,775000.0,2022-04-01,Canberra
Greenway,997500.0,2022-05-28,Canberra
Greenway,810000.0,2022-05-19,Canberra
Greenway,750000.0,2021-10-23,Canberra
Greenway,383000.0,2022-07-06,Canberra
Greenway,825000.0,2022-07-06,Canberra
Greenway,466000.0,2022-07-05,Canberra
Greenway,500000.0,2022-07-04,Canberra
Greenway,815000.0,2022-04-04,Canberra
Greenway,440000.0,2022-07-01,Canberra
Greenway,480000.0,2022-05-20,Canberra
Greenway,625000.0,2022-06-29,Canberra
Greenway,400000.0,2022-04-11,Canberra
Greenway,532500.0,2022-05-11,Canberra
Greenway,460000.0,2022-06-20,Canberra
Greenway,482000.0,2022-05-09,Canberra
Greenway,490000.0,2022-06-17,Canberra
Greenway,520000.0,2022-06-17,Canberra
Greenway,410000.0,2022-06-15,Canberra
Greenway,460000.0,2022-06-07,Canberra
Greenway,442000.0,2022-04-19,Canberra
Greenway,525000.0,2022-06-02,Canberra
Greenway,450000.0,2022-06-01,Canberra
Greenway,770000.0,2022-04-09,Canberra
Greenway,390000.0,2022-04-28,Canberra
Greenway,770000.0,2022-04-07,Canberra
Greenway,690000.0,2022-04-05,Canberra
Greenway,377500.0,2022-03-23,Canberra
Greenway,460000.0,2022-04-01,Canberra
Greenway,740000.0,2022-03-01,Canberra
Greenway,505000.0,2022-03-18,Canberra
Greenway,470000.0,2022-05-11,Canberra
Greenway,610000.0,2022-03-25,Canberra
Greenway,340000.0,2022-05-09,Canberra
Greenway,580000.0,2022-04-01,Canberra
Greenway,815000.0,2022-03-04,Canberra
Greenway,529000.0,2020-09-11,Canberra
Greenway,755000.0,2022-03-09,Canberra
Greenway,420000.0,2022-03-25,Canberra
Greenway,391000.0,2022-04-27,Canberra
Greenway,390000.0,2022-03-15,Canberra
Greenway,720000.0,2022-04-13,Canberra
Greenway,548500.0,2022-03-08,Canberra
Greenway,1255000.0,2022-03-09,Canberra
Greenway,770000.0,2022-04-09,Canberra
Greenway,1000000.0,2021-12-16,Canberra
Greenway,570000.0,2022-04-05,Canberra
Greenway,980000.0,2022-02-26,Canberra
Greenway,360000.0,2022-02-10,Canberra
Greenway,670000.0,2022-04-04,Canberra
Greenway,870000.0,2022-02-03,Canberra
Greenway,387000.0,2022-02-16,Canberra
Greenway,912500.0,2022-03-26,Canberra
Greenway,895000.0,2022-03-25,Canberra
Greenway,590000.0,2021-12-15,Canberra
Gungahlin,405000.0,2023-03-08,Canberra
Gungahlin,615000.0,2021-07-23,Canberra
Gungahlin,450000.0,2023-03-07,Canberra
Gungahlin,1075000.0,2023-01-30,Canberra
Gungahlin,385000.0,2023-02-01,Canberra
Gungahlin,885000.0,2023-01-10,Canberra
Gungahlin,525000.0,2023-01-13,Canberra
Gungahlin,450000.0,2023-03-02,Canberra
Gungahlin,430000.0,2023-03-01,Canberra
Gungahlin,605000.0,2023-01-12,Canberra
Gungahlin,360000.0,2023-02-27,Canberra
Gungahlin,352000.0,2023-02-22,Canberra
Gungahlin,399900.0,2019-10-15,Canberra
Gungahlin,453000.0,2023-01-12,Canberra
Gungahlin,330000.0,2023-02-20,Canberra
Gungahlin,394500.0,2023-02-17,Canberra
Gungahlin,450000.0,2019-05-01,Canberra
Gungahlin,485000.0,2022-12-06,Canberra
Gungahlin,440000.0,2023-02-07,Canberra
Gungahlin,390000.0,2022-12-21,Canberra
Gungahlin,376000.0,2023-02-03,Canberra
Gungahlin,495000.0,2022-12-12,Canberra
Gungahlin,750000.0,2022-12-19,Canberra
Gungahlin,1002000.0,2023-01-31,Canberra
Gungahlin,352000.0,2023-01-31,Canberra
Gungahlin,1580000.0,2022-10-22,Canberra
Gungahlin,410000.0,2023-01-30,Canberra
Gungahlin,392500.0,2022-12-23,Canberra
Gungahlin,430000.0,2022-12-23,Canberra
Gungahlin,950000.0,2022-12-19,Canberra
Gungahlin,705000.0,2022-12-03,Canberra
Gungahlin,303900.0,2018-08-30,Canberra
Gungahlin,465000.0,2022-12-07,Canberra
Gungahlin,1280000.0,2022-10-18,Canberra
Gungahlin,438000.0,2019-05-07,Canberra
Gungahlin,535000.0,2022-11-23,Canberra
Gungahlin,470000.0,2022-02-14,Canberra
Gungahlin,500000.0,2022-11-29,Canberra
Gungahlin,1100000.0,2022-11-06,Canberra
Gungahlin,550000.0,2023-01-17,Canberra
Gungahlin,389000.0,2022-12-08,Canberra
Gungahlin,505000.0,2022-12-21,Canberra
Gungahlin,782300.0,2022-11-17,Canberra
Gungahlin,420000.0,2022-12-23,Canberra
Gungahlin,1040000.0,2022-11-04,Canberra
Gungahlin,330000.0,2022-12-21,Canberra
Gungahlin,435000.0,2022-12-21,Canberra
Gungahlin,475000.0,2022-11-28,Canberra
Gungahlin,375000.0,2022-11-09,Canberra
Gungahlin,520000.0,2022-10-25,Canberra
Gungahlin,295000.0,2018-10-05,Canberra
Gungahlin,1110000.0,2022-11-18,Canberra
Gungahlin,350000.0,2022-11-18,Canberra
Gungahlin,470000.0,2022-12-15,Canberra
Gungahlin,370000.0,2022-12-15,Canberra
Gungahlin,1296000.0,2022-11-05,Canberra
Gungahlin,1190000.0,2022-11-05,Canberra
Gungahlin,960000.0,2022-10-21,Canberra
Gungahlin,279950.0,2005-03-04,Canberra
Gungahlin,375000.0,2009-04-24,Canberra
Gungahlin,408000.0,2015-07-17,Canberra
Gungahlin,450000.0,2022-10-18,Canberra
Gungahlin,442000.0,2022-12-07,Canberra
Gungahlin,910000.0,2022-10-12,Canberra
Gungahlin,1127000.0,2022-11-01,Canberra
Gungahlin,325000.0,2022-11-25,Canberra
Gungahlin,375000.0,2022-11-04,Canberra
Gungahlin,940000.0,2022-10-28,Canberra
Gungahlin,645000.0,2022-11-07,Canberra
Gungahlin,355000.0,2022-10-25,Canberra
Gungahlin,490000.0,2022-10-24,Canberra
Gungahlin,380000.0,2022-10-14,Canberra
Gungahlin,1020000.0,2022-10-22,Canberra
Gungahlin,405000.0,2022-09-20,Canberra
Gungahlin,350000.0,2022-11-05,Canberra
Gungahlin,650000.0,2022-10-12,Canberra
Gungahlin,606900.0,2018-08-31,Canberra
Gungahlin,430000.0,2022-10-14,Canberra
Gungahlin,650000.0,2022-11-22,Canberra
Gungahlin,455000.0,2022-11-21,Canberra
Gungahlin,786000.0,2022-10-11,Canberra
Gungahlin,530000.0,2022-10-04,Canberra
Gungahlin,540000.0,2022-11-17,Canberra
Gungahlin,1030000.0,2022-11-16,Canberra
Gungahlin,410000.0,2018-10-03,Canberra
Gungahlin,1365000.0,2022-08-20,Canberra
Gungahlin,345000.0,2022-11-08,Canberra
Gungahlin,840000.0,2022-11-04,Canberra
Gungahlin,1092500.0,2022-09-03,Canberra
Gungahlin,545000.0,2022-08-23,Canberra
Gungahlin,345000.0,2022-11-02,Canberra
Gungahlin,1190000.0,2022-09-24,Canberra
Gungahlin,380000.0,2022-10-31,Canberra
Gungahlin,815000.0,2022-08-15,Canberra
Gungahlin,670000.0,2022-06-30,Canberra
Gungahlin,371000.0,2022-09-05,Canberra
Gungahlin,1280000.0,2022-10-18,Canberra
Gungahlin,455000.0,2022-09-06,Canberra
Gungahlin,870000.0,2022-07-01,Canberra
Gungahlin,449900.0,2019-08-06,Canberra
Gungahlin,408000.0,2022-08-17,Canberra
Gungahlin,455000.0,2022-09-09,Canberra
Gungahlin,380000.0,2022-10-11,Canberra
Gungahlin,955000.0,2022-10-08,Canberra
Gungahlin,1150000.0,2022-07-28,Canberra
Gungahlin,450000.0,2022-10-07,Canberra
Gungahlin,580000.0,2022-10-07,Canberra
Gungahlin,528000.0,2022-08-18,Canberra
Gungahlin,850000.0,2022-09-21,Canberra
Gungahlin,595000.0,2022-08-18,Canberra
Gungahlin,526000.0,2022-08-19,Canberra
Gungahlin,1020000.0,2022-08-06,Canberra
Gungahlin,875000.0,2021-12-15,Canberra
Gungahlin,325000.0,2022-02-04,Canberra
Gungahlin,448000.0,2018-08-15,Canberra
Gungahlin,850000.0,2022-08-16,Canberra
Gungahlin,474000.0,2022-08-11,Canberra
Gungahlin,360000.0,2022-08-08,Canberra
Gungahlin,466000.0,2022-09-20,Canberra
Gungahlin,390000.0,2022-09-14,Canberra
Gungahlin,522500.0,2022-08-04,Canberra
Gungahlin,360000.0,2022-08-01,Canberra
Gungahlin,500100.0,2022-07-21,Canberra
Gungahlin,348000.0,2018-11-28,Canberra
Gungahlin,960500.0,2022-07-02,Canberra
Gungahlin,655000.0,2022-09-07,Canberra
Gungahlin,250000.0,2007-03-08,Canberra
Gungahlin,480000.0,2022-07-11,Canberra
Gungahlin,507000.0,2022-07-22,Canberra
Gungahlin,820000.0,2022-07-06,Canberra
Gungahlin,1335000.0,2022-05-03,Canberra
Gungahlin,480000.0,2022-07-13,Canberra
Gungahlin,533000.0,2022-07-11,Canberra
Gungahlin,422500.0,2022-08-24,Canberra
Gungahlin,446000.0,2018-06-17,Canberra
Gungahlin,960000.0,2022-06-09,Canberra
Gungahlin,465000.0,2022-08-19,Canberra
Gungahlin,430000.0,2022-05-20,Canberra
Gungahlin,1236000.0,2022-06-17,Canberra
Gungahlin,451000.0,2022-08-10,Canberra
Gungahlin,510000.0,2022-07-06,Canberra
Gungahlin,360000.0,2022-08-08,Canberra
Gungahlin,450000.0,2022-07-29,Canberra
Gungahlin,450000.0,2022-07-29,Canberra
Gungahlin,345000.0,2022-08-03,Canberra
Gungahlin,450000.0,2022-07-29,Canberra
Gungahlin,450000.0,2022-07-29,Canberra
Gungahlin,437500.0,2022-06-23,Canberra
Gungahlin,350500.0,2022-06-23,Canberra
Gungahlin,442000.0,2022-06-20,Canberra
Gungahlin,452000.0,2022-07-27,Canberra
Gungahlin,440000.0,2022-06-15,Canberra
Gungahlin,1215000.0,2022-05-28,Canberra
Gungahlin,900000.0,2022-04-28,Canberra
Gungahlin,810000.0,2022-07-22,Canberra
Gungahlin,385000.0,2022-06-10,Canberra
Gungahlin,415000.0,2022-06-08,Canberra
Gungahlin,290000.0,2019-10-28,Canberra
Gungahlin,1139000.0,2022-05-26,Canberra
Gungahlin,465000.0,2022-07-18,Canberra
Gungahlin,485000.0,2022-07-13,Canberra
Gungahlin,505000.0,2022-05-27,Canberra
Gungahlin,1425000.0,2022-05-27,Canberra
Gungahlin,1022000.0,2022-05-20,Canberra
Gungahlin,378000.0,2022-05-20,Canberra
Gungahlin,915000.0,2022-02-16,Canberra
Gungahlin,362500.0,2022-05-12,Canberra
Gungahlin,440000.0,2021-06-16,Canberra
Gungahlin,468000.0,2022-05-20,Canberra
Gungahlin,350000.0,2022-06-23,Canberra
Gungahlin,595000.0,2022-05-10,Canberra
Gungahlin,511000.0,2022-03-04,Canberra
Gungahlin,1140000.0,2022-05-11,Canberra
Gungahlin,511000.0,2022-05-03,Canberra
Gungahlin,349500.0,2022-06-18,Canberra
Gungahlin,980000.0,2022-03-23,Canberra
Gungahlin,501900.0,2018-09-11,Canberra
Gungahlin,235000.0,2022-06-06,Canberra
Gungahlin,360001.0,2022-05-03,Canberra
Gungahlin,880000.0,2022-04-01,Canberra
Gungahlin,599000.0,2022-06-10,Canberra
Gungahlin,1175000.0,2022-06-10,Canberra
Gungahlin,600000.0,2022-06-08,Canberra
Gungahlin,830000.0,2022-06-02,Canberra
Gungahlin,335000.0,2022-06-01,Canberra
Gungahlin,397000.0,2022-04-14,Canberra
Gungahlin,338000.0,2022-04-07,Canberra
Gungahlin,355000.0,2022-04-07,Canberra
Gungahlin,508250.0,2022-04-06,Canberra
Gungahlin,1050000.0,2022-02-18,Canberra
Gungahlin,365000.0,2022-04-19,Canberra
Gungahlin,520000.0,2022-05-30,Canberra
Gungahlin,1273500.0,2022-03-30,Canberra
Gungahlin,289500.0,2015-08-04,Canberra
Gungahlin,860000.0,2022-03-29,Canberra
Gungahlin,363000.0,2018-10-05,Canberra
Gungahlin,1600000.0,2022-03-21,Canberra
Gungahlin,575000.0,2022-05-10,Canberra
Gungahlin,370000.0,2022-04-04,Canberra
Gungahlin,560000.0,2022-04-19,Canberra
Gungahlin,345000.0,2022-05-12,Canberra
Gungahlin,331000.0,2022-05-10,Canberra
Gungahlin,349545.0,2022-05-09,Canberra
Gungahlin,520000.0,2022-03-29,Canberra
Gungahlin,367500.0,2022-03-30,Canberra
Gungahlin,335000.0,2022-03-18,Canberra
Gungahlin,850000.0,2022-05-05,Canberra
Gungahlin,490000.0,2022-03-24,Canberra
Gungahlin,437000.0,2022-02-24,Canberra
Gungahlin,572500.0,2022-03-23,Canberra
Gungahlin,1240000.0,2022-03-10,Canberra
Gungahlin,1051000.0,2022-03-16,Canberra
Gungahlin,352695.0,2022-04-29,Canberra
Gungahlin,1300000.0,2022-04-13,Canberra
Gungahlin,795000.0,2022-04-27,Canberra
Gungahlin,502100.0,2022-03-21,Canberra
Gungahlin,1120000.0,2022-02-15,Canberra
Gungahlin,337500.0,2022-04-21,Canberra
Gungahlin,500000.0,2022-02-26,Canberra
Gungahlin,875000.0,2022-02-26,Canberra
Gungahlin,310000.0,2022-03-09,Canberra
Gungahlin,1350000.0,2022-04-15,Canberra
Gungahlin,875000.0,2022-04-14,Canberra
Gungahlin,1430000.0,2022-02-19,Canberra
Gungahlin,573000.0,2022-02-01,Canberra
Gungahlin,555000.0,2022-03-07,Canberra
Gungahlin,412000.0,2022-04-09,Canberra
Gungahlin,595000.0,2022-04-08,Canberra
Gungahlin,350000.0,2022-04-07,Canberra
Gungahlin,500000.0,2022-02-28,Canberra
Gungahlin,403000.0,2022-04-07,Canberra
Gungahlin,350000.0,2022-03-07,Canberra
Gungahlin,570000.0,2022-02-01,Canberra
Gungahlin,335000.0,2022-04-04,Canberra
Gungahlin,357000.0,2022-02-28,Canberra
Gungahlin,575000.0,2022-04-04,Canberra
Gungahlin,370000.0,2021-09-29,Canberra
Gungahlin,300000.0,2022-03-09,Canberra
Gungahlin,350000.0,2021-11-11,Canberra
Gungahlin,39000.0,2022-02-18,Canberra
Gungahlin,970000.0,2022-02-04,Canberra
Gungahlin,396000.0,2022-02-14,Canberra
Gungahlin,745000.0,2021-12-15,Canberra
Gungahlin,360000.0,2021-10-28,Canberra
Gungahlin,970000.0,2022-03-24,Canberra
Gungahlin,316900.0,2018-09-17,Canberra
Gungahlin,497000.0,2022-03-24,Canberra
Gungahlin,1115000.0,2022-03-22,Canberra
Gungahlin,922500.0,2022-02-01,Canberra
Harrison,388500.0,2023-03-17,Canberra
Harrison,376000.0,2023-03-16,Canberra
Harrison,2100000.0,2023-03-10,Canberra
Harrison,1190000.0,2022-09-20,Canberra
Harrison,1275000.0,2023-03-03,Canberra
Harrison,1175000.0,2023-03-03,Canberra
Harrison,1500000.0,2022-11-04,Canberra
Harrison,1060000.0,2023-03-01,Canberra
Harrison,1030000.0,2023-01-27,Canberra
